(-0.1066, 0.0702, 0.9743, -0.1858)
(-0.0597, 0.1039, 0.9788, -0.1662)
(-0.1464, 0.0681, 0.9734, -0.1629)
(-0.1382, -0.2277, 0.9421, -0.2038)
(-0.1402, -0.2312, 0.9413, -0.2021)
(-0.1456, -0.2540, 0.9368, -0.1915)
(-0.1611, -0.1914, 0.9517, -0.1782)
(-0.1670, -0.1817, 0.9561, -0.1580)
(-0.1823, -0.1866, 0.9546, -0.1437)
(-0.1917, -0.1797, 0.9564, -0.1275)
(-0.2244, -0.1748, 0.9499, -0.1295)
(-0.2520, -0.2066, 0.9350, -0.1400)
(-0.2426, -0.2749, 0.9128, -0.1799)
(-0.2432, -0.2651, 0.9145, -0.1853)
(-0.2176, -0.2918, 0.9076, -0.2095)
(-0.1997, -0.2947, 0.9111, -0.2076)
(-0.1918, -0.2343, 0.9332, -0.1934)
(-0.1895, -0.1706, 0.9486, -0.1875)
(-0.1383, -0.2479, 0.9380, -0.1990)
(-0.0914, -0.2725, 0.9350, -0.2076)
(-0.0694, -0.2495, 0.9441, -0.2039)
(-0.0561, -0.2131, 0.9558, -0.1945)
(-0.0640, -0.2104, 0.9521, -0.2123)
(-0.0592, -0.2131, 0.9562, -0.1918)
(-0.0680, -0.2206, 0.9600, -0.1587)
(-0.0687, -0.2162, 0.9587, -0.1715)
(-0.0551, -0.2181, 0.9609, -0.1614)
(-0.0942, -0.2269, 0.9628, -0.1124)
(-0.0992, -0.2238, 0.9651, -0.0935)
(-0.1251, -0.2184, 0.9611, -0.1135)
(-0.1320, -0.2174, 0.9576, -0.1353)
(-0.1442, -0.2284, 0.9535, -0.1337)
(-0.1139, -0.2265, 0.9593, -0.1245)
(-0.1077, -0.2291, 0.9587, -0.1295)
(-0.1028, -0.2350, 0.9590, -0.1201)
(-0.0052, -0.2070, 0.9694, -0.1320)
(-0.0014, -0.2119, 0.9708, -0.1125)
(0.0002, -0.2141, 0.9717, -0.0999)
(0.0010, -0.2175, 0.9706, -0.1036)
(0.0140, -0.2202, 0.9715, -0.0864)
(0.0048, -0.2233, 0.9714, -0.0806)
(-0.0063, -0.2089, 0.9736, -0.0914)
(-0.0116, -0.2094, 0.9727, -0.0990)
(-0.0121, -0.2123, 0.9724, -0.0963)
(-0.0002, -0.2117, 0.9730, -0.0916)
(-0.0064, -0.2188, 0.9719, -0.0859)
(-0.0085, -0.2206, 0.9708, -0.0935)
(-0.0032, -0.2227, 0.9708, -0.0889)
(-0.0093, -0.2237, 0.9702, -0.0932)
(-0.0266, -0.2258, 0.9685, -0.1019)
(-0.0179, -0.2254, 0.9673, -0.1149)
(-0.0320, -0.2151, 0.9621, -0.1646)
(-0.0304, -0.2273, 0.9589, -0.1673)
(-0.0345, -0.2330, 0.9562, -0.1737)
(-0.0367, -0.2308, 0.9576, -0.1682)
(-0.0447, -0.2262, 0.9574, -0.1736)
(-0.0403, -0.2235, 0.9589, -0.1700)
(-0.0345, -0.2241, 0.9588, -0.1710)
(-0.0263, -0.2239, 0.9616, -0.1567)
(-0.0371, -0.2251, 0.9622, -0.1489)
(-0.0316, -0.2255, 0.9611, -0.1565)
(-0.0281, -0.2250, 0.9602, -0.1633)
(-0.0374, -0.2272, 0.9576, -0.1733)
(-0.0442, -0.2281, 0.9572, -0.1725)
(-0.0412, -0.2271, 0.9583, -0.1683)
(-0.0321, -0.2267, 0.9585, -0.1702)
(-0.0039, -0.2263, 0.9609, -0.1594)
(-0.0206, -0.2242, 0.9613, -0.1590)
(-0.0271, -0.2258, 0.9608, -0.1586)
(-0.0219, -0.2291, 0.9598, -0.1605)
(-0.0398, -0.2274, 0.9548, -0.1872)
(-0.0468, -0.2285, 0.9554, -0.1809)
(-0.0415, -0.2270, 0.9563, -0.1795)
(-0.0153, -0.2297, 0.9569, -0.1773)
(-0.0009, -0.2312, 0.9581, -0.1693)
(-0.0029, -0.2327, 0.9582, -0.1665)
(-0.0044, -0.2420, 0.9561, -0.1652)
(0.0114, -0.2425, 0.9579, -0.1535)
(0.0084, -0.2485, 0.9563, -0.1535)
(-0.0105, -0.2523, 0.9525, -0.1702)
(-0.0081, -0.2510, 0.9508, -0.1814)
(-0.0254, -0.2491, 0.9479, -0.1970)
(-0.0475, -0.2436, 0.9456, -0.2101)
(-0.0630, -0.2461, 0.9451, -0.2056)
(-0.0723, -0.2415, 0.9485, -0.1918)
(-0.0850, -0.2342, 0.9478, -0.1990)
(-0.0818, -0.2285, 0.9525, -0.1839)
(-0.1138, -0.2280, 0.9515, -0.1725)
(-0.1251, -0.2276, 0.9520, -0.1623)
(-0.1636, -0.2253, 0.9484, -0.1517)
(-0.1667, -0.2223, 0.9496, -0.1453)
(-0.1829, -0.2193, 0.9485, -0.1373)
(-0.1867, -0.2150, 0.9488, -0.1368)
(-0.1716, -0.2155, 0.9528, -0.1277)
(-0.1450, -0.2156, 0.9598, -0.1060)
(-0.1220, -0.2197, 0.9645, -0.0808)
(-0.1070, -0.2242, 0.9670, -0.0562)
(-0.1116, -0.2288, 0.9668, -0.0240)
(-0.1136, -0.2344, 0.9654, -0.0092)
(-0.0984, -0.2443, 0.9645, 0.0186)
(-0.1085, -0.2551, 0.9603, 0.0295)
(-0.1161, -0.2678, 0.9562, 0.0242)
(-0.1334, -0.2688, 0.9539, 0.0087)
(-0.1291, -0.2765, 0.9516, -0.0353)
(-0.1293, -0.2826, 0.9486, -0.0592)
(-0.1106, -0.2871, 0.9469, -0.0934)
(-0.0955, -0.2887, 0.9458, -0.1138)
(-0.1051, -0.2847, 0.9441, -0.1285)
(-0.1120, -0.2811, 0.9452, -0.1225)
(-0.1361, -0.2756, 0.9436, -0.1230)
(-0.1703, -0.2701, 0.9418, -0.1047)
(-0.2117, -0.2597, 0.9369, -0.1001)
(-0.2482, -0.2544, 0.9317, -0.0745)
(-0.2888, -0.2487, 0.9231, -0.0508)
(-0.3081, -0.2469, 0.9179, -0.0390)
(-0.3342, -0.2434, 0.9099, -0.0343)
(-0.3327, -0.2398, 0.9114, -0.0358)
(-0.3274, -0.2448, 0.9119, -0.0357)
(-0.3198, -0.2463, 0.9140, -0.0404)
(-0.2954, -0.2524, 0.9206, -0.0402)
(-0.2668, -0.2543, 0.9284, -0.0466)
(-0.2356, -0.2512, 0.9376, -0.0468)
(-0.1954, -0.2566, 0.9443, -0.0657)
(-0.1631, -0.2679, 0.9474, -0.0638)
(-0.1417, -0.2752, 0.9486, -0.0663)
(-0.1163, -0.2841, 0.9492, -0.0695)
(-0.1005, -0.2908, 0.9489, -0.0702)
(-0.0947, -0.2905, 0.9494, -0.0722)
(-0.0924, -0.2998, 0.9470, -0.0691)
(-0.0917, -0.2970, 0.9477, -0.0731)
(-0.0997, -0.2972, 0.9458, -0.0850)
(-0.1051, -0.2929, 0.9457, -0.0937)
(-0.1176, -0.2895, 0.9450, -0.0965)
(-0.1251, -0.2859, 0.9448, -0.0996)
(-0.1185, -0.2779, 0.9477, -0.1031)
(-0.1165, -0.2709, 0.9490, -0.1115)
(-0.1168, -0.2613, 0.9514, -0.1137)
(-0.1045, -0.2430, 0.9567, -0.1215)
(-0.0966, -0.2322, 0.9607, -0.1172)
(-0.0819, -0.2272, 0.9633, -0.1173)
(-0.0721, -0.2216, 0.9656, -0.1154)
(-0.0779, -0.2134, 0.9672, -0.1136)
(-0.0806, -0.2033, 0.9692, -0.1129)
(-0.0837, -0.1886, 0.9720, -0.1123)
(-0.0944, -0.1810, 0.9708, -0.1259)
(-0.0888, -0.1859, 0.9706, -0.1244)
(-0.0640, -0.1886, 0.9737, -0.1108)
(-0.0513, -0.1900, 0.9736, -0.1159)
(-0.0274, -0.1915, 0.9734, -0.1228)
(-0.0153, -0.1976, 0.9715, -0.1299)
(-0.0027, -0.1975, 0.9707, -0.1367)
(0.0006, -0.1978, 0.9699, -0.1420)
(0.0136, -0.1986, 0.9704, -0.1365)
(0.0158, -0.1971, 0.9710, -0.1342)
(0.0136, -0.1979, 0.9695, -0.1440)
(-0.0094, -0.2003, 0.9673, -0.1552)
(-0.0098, -0.2070, 0.9659, -0.1554)
(-0.0034, -0.2096, 0.9658, -0.1528)
(0.0129, -0.2100, 0.9664, -0.1475)
(0.0285, -0.2100, 0.9669, -0.1417)
(0.0323, -0.2118, 0.9663, -0.1426)
(0.0307, -0.2118, 0.9661, -0.1443)
(0.0287, -0.2142, 0.9655, -0.1451)
(0.0304, -0.2159, 0.9661, -0.1384)
(0.0364, -0.2162, 0.9664, -0.1345)
(0.0301, -0.2178, 0.9652, -0.1413)
(0.0225, -0.2222, 0.9637, -0.1464)
(0.0240, -0.2226, 0.9636, -0.1464)
(0.0208, -0.2267, 0.9632, -0.1432)
(0.0296, -0.2293, 0.9618, -0.1468)
(0.0260, -0.2318, 0.9608, -0.1501)
(0.0295, -0.2327, 0.9593, -0.1576)
(0.0461, -0.2351, 0.9599, -0.1455)
(0.0476, -0.2363, 0.9570, -0.1612)
(0.0364, -0.2361, 0.9568, -0.1659)
(0.0349, -0.2361, 0.9566, -0.1672)
(0.0418, -0.2357, 0.9566, -0.1661)
(0.0295, -0.2390, 0.9560, -0.1677)
(0.0316, -0.2396, 0.9563, -0.1646)
(0.0404, -0.2394, 0.9571, -0.1585)
(0.0438, -0.2413, 0.9569, -0.1555)
(0.0572, -0.2428, 0.9565, -0.1513)
(0.0482, -0.2442, 0.9565, -0.1522)
(0.0574, -0.2444, 0.9546, -0.1603)
(0.0584, -0.2440, 0.9535, -0.1667)
(0.0608, -0.2498, 0.9524, -0.1637)
(0.0596, -0.2498, 0.9528, -0.1620)
(0.0541, -0.2516, 0.9529, -0.1605)
(0.0582, -0.2509, 0.9523, -0.1637)
(0.0515, -0.2506, 0.9525, -0.1653)
(0.0548, -0.2525, 0.9514, -0.1677)
(0.0564, -0.2525, 0.9511, -0.1687)
(0.0498, -0.2550, 0.9508, -0.1690)
(0.0457, -0.2543, 0.9489, -0.1812)
(0.0601, -0.2508, 0.9486, -0.1836)
(0.0657, -0.2542, 0.9484, -0.1775)
(0.0449, -0.2590, 0.9458, -0.1908)
(0.0548, -0.2556, 0.9472, -0.1858)
(0.0749, -0.2506, 0.9501, -0.1698)
(0.0893, -0.2525, 0.9499, -0.1609)
(0.0880, -0.2513, 0.9503, -0.1613)
(0.0759, -0.2529, 0.9487, -0.1739)
(0.0672, -0.2550, 0.9462, -0.1875)
(0.0534, -0.2637, 0.9427, -0.1971)
(0.0581, -0.2660, 0.9413, -0.1994)
(0.0495, -0.2708, 0.9402, -0.2006)
(0.0516, -0.2674, 0.9417, -0.1978)
(0.0699, -0.2619, 0.9428, -0.1939)
(0.0391, -0.2682, 0.9399, -0.2076)
(0.0326, -0.2636, 0.9401, -0.2138)
(0.0340, -0.2591, 0.9425, -0.2085)
(0.0194, -0.2579, 0.9404, -0.2206)
(0.0054, -0.2531, 0.9422, -0.2194)
(0.0221, -0.2477, 0.9451, -0.2120)
(0.0115, -0.2428, 0.9488, -0.2020)
(0.0205, -0.2369, 0.9504, -0.2003)
(0.0289, -0.2350, 0.9502, -0.2025)
(0.0463, -0.2378, 0.9502, -0.1961)
(0.0615, -0.2453, 0.9460, -0.2030)
(0.0623, -0.2497, 0.9458, -0.1979)
(0.0509, -0.2527, 0.9428, -0.2114)
(0.0553, -0.2454, 0.9442, -0.2127)
(0.0328, -0.2528, 0.9467, -0.1969)
(0.0167, -0.2585, 0.9482, -0.1837)
(-0.0023, -0.2544, 0.9488, -0.1872)
(-0.0091, -0.2540, 0.9484, -0.1896)
(-0.0111, -0.2513, 0.9481, -0.1947)
(-0.0107, -0.2463, 0.9498, -0.1927)
(0.0001, -0.2426, 0.9492, -0.2004)
(0.0286, -0.2355, 0.9509, -0.1987)
(0.0258, -0.2349, 0.9492, -0.2076)
(0.0405, -0.2316, 0.9506, -0.2029)
(0.0434, -0.2290, 0.9504, -0.2060)
(0.0474, -0.2309, 0.9505, -0.2027)
(0.0497, -0.2308, 0.9498, -0.2053)
(0.0409, -0.2304, 0.9512, -0.2011)
(0.0301, -0.2323, 0.9499, -0.2072)
(0.0425, -0.2325, 0.9505, -0.2016)
(0.0506, -0.2321, 0.9520, -0.1930)
(0.0430, -0.2343, 0.9506, -0.1993)
(0.0546, -0.2329, 0.9498, -0.2018)
(0.0716, -0.2296, 0.9505, -0.1966)
(0.0703, -0.2311, 0.9505, -0.1956)
(0.0576, -0.2340, 0.9474, -0.2106)
(0.0432, -0.2362, 0.9466, -0.2153)
(0.0500, -0.2353, 0.9398, -0.2425)
(0.0553, -0.2332, 0.9426, -0.2323)
(0.0529, -0.2306, 0.9422, -0.2371)
(0.0301, -0.2334, 0.9426, -0.2370)
(0.0314, -0.2329, 0.9451, -0.2270)
(0.0393, -0.2356, 0.9464, -0.2176)
(0.0500, -0.2343, 0.9478, -0.2106)
(0.0539, -0.2358, 0.9479, -0.2075)
(0.0525, -0.2382, 0.9462, -0.2127)
(0.0572, -0.2412, 0.9461, -0.2086)
(0.0485, -0.2387, 0.9459, -0.2145)
(0.0458, -0.2361, 0.9468, -0.2139)
(0.0539, -0.2374, 0.9483, -0.2037)
(0.0457, -0.2393, 0.9443, -0.2211)
(0.0363, -0.2434, 0.9437, -0.2211)
(0.0320, -0.2442, 0.9429, -0.2243)
(0.0323, -0.2454, 0.9414, -0.2290)
(0.0455, -0.2427, 0.9414, -0.2296)
(0.0382, -0.2424, 0.9396, -0.2386)
(0.0522, -0.2426, 0.9405, -0.2320)
(0.0661, -0.2393, 0.9422, -0.2251)
(0.0594, -0.2394, 0.9427, -0.2246)
(0.0813, -0.2371, 0.9453, -0.2088)
(0.0866, -0.2359, 0.9457, -0.2059)
(0.0613, -0.2397, 0.9454, -0.2122)
(0.0499, -0.2441, 0.9455, -0.2095)
(0.0370, -0.2429, 0.9469, -0.2075)
(0.0278, -0.2508, 0.9455, -0.2058)
(0.0344, -0.2518, 0.9451, -0.2051)
(0.0215, -0.2497, 0.9440, -0.2148)
(0.0171, -0.2532, 0.9430, -0.2155)
(0.0163, -0.2474, 0.9440, -0.2177)
(0.0306, -0.2485, 0.9444, -0.2133)
(0.0426, -0.2477, 0.9446, -0.2110)
(0.0551, -0.2462, 0.9471, -0.1985)
(0.0435, -0.2465, 0.9468, -0.2023)
(0.0260, -0.2473, 0.9434, -0.2195)
(0.0466, -0.2442, 0.9429, -0.2215)
(0.0608, -0.2392, 0.9444, -0.2172)
(0.0662, -0.2391, 0.9464, -0.2067)
(0.0654, -0.2372, 0.9477, -0.2031)
(0.0577, -0.2384, 0.9471, -0.2067)
(0.0671, -0.2358, 0.9494, -0.1964)
(0.0719, -0.2352, 0.9497, -0.1939)
(0.0670, -0.2360, 0.9527, -0.1793)
(0.0591, -0.2352, 0.9651, -0.0990)
(-0.0158, -0.5441, 0.8327, 0.1016)
(-0.1281, -0.5571, 0.7865, 0.2339)
(-0.4081, -0.4157, 0.5963, 0.5524)
(-0.4435, -0.3684, 0.5620, 0.5931)
(-0.3780, -0.4396, 0.6772, 0.4532)
(-0.2389, -0.5345, 0.7556, 0.2938)
(-0.0449, -0.6033, 0.7798, 0.1612)
(-0.0129, -0.6069, 0.7872, 0.1087)
(-0.1022, -0.5874, 0.7879, 0.1537)
(-0.2908, -0.5458, 0.6982, 0.3607)
(-0.4475, -0.4368, 0.5480, 0.5555)
(-0.4829, -0.3852, 0.4914, 0.6140)
(-0.4385, -0.4513, 0.5757, 0.5221)
(-0.3067, -0.5426, 0.7091, 0.3297)
(-0.1430, -0.6127, 0.7591, 0.1671)
(-0.0087, -0.6342, 0.7685, 0.0845)
(0.0000, -0.6338, 0.7697, 0.0765)
(-0.0614, -0.6248, 0.7711, 0.1062)
(-0.1424, -0.6085, 0.7502, 0.2159)
(-0.3006, -0.5452, 0.6862, 0.3762)
(-0.4373, -0.4418, 0.5837, 0.5224)
(-0.4972, -0.3537, 0.4885, 0.6238)
(-0.5198, -0.3141, 0.4641, 0.6448)
(-0.5190, -0.3310, 0.4862, 0.6202)
(-0.4667, -0.4001, 0.6089, 0.5013)
(-0.3879, -0.4408, 0.7190, 0.3720)
(-0.2970, -0.4825, 0.7837, 0.2546)
(-0.1837, -0.5393, 0.8082, 0.1488)
(-0.0425, -0.5607, 0.8241, 0.0681)
(0.0426, -0.5551, 0.8301, 0.0326)
(0.0797, -0.5426, 0.8361, 0.0085)
(0.0833, -0.5327, 0.8421, -0.0084)
(0.0817, -0.5290, 0.8440, -0.0334)
(0.0757, -0.5250, 0.8471, -0.0327)
(0.0695, -0.5196, 0.8512, -0.0257)
(0.0479, -0.5217, 0.8516, -0.0177)
(0.0501, -0.5225, 0.8512, -0.0038)
(0.0737, -0.5225, 0.8492, 0.0210)
(0.0961, -0.5207, 0.8481, 0.0200)
(0.1105, -0.5240, 0.8442, 0.0229)
(0.1371, -0.5245, 0.8402, 0.0114)
(0.1560, -0.5251, 0.8366, -0.0095)
(0.1786, -0.5198, 0.8354, -0.0063)
(0.1946, -0.5160, 0.8341, -0.0120)
(0.2010, -0.5157, 0.8326, -0.0198)
(0.1945, -0.5146, 0.8349, -0.0145)
(0.1942, -0.5125, 0.8364, -0.0046)
(0.2006, -0.5111, 0.8356, -0.0170)
(0.1953, -0.5129, 0.8360, 0.0018)
(0.1935, -0.5131, 0.8361, 0.0143)
(0.1900, -0.5139, 0.8362, 0.0261)
(0.1835, -0.5168, 0.8362, 0.0089)
(0.1856, -0.5174, 0.8354, 0.0015)
(0.2018, -0.5147, 0.8332, 0.0069)
(0.2039, -0.5142, 0.8330, 0.0141)
(0.2094, -0.5087, 0.8350, 0.0162)
(0.2097, -0.5087, 0.8347, 0.0212)
(0.2058, -0.5115, 0.8340, 0.0231)
(0.2110, -0.5117, 0.8325, 0.0238)
(0.2034, -0.5143, 0.8328, 0.0227)
(0.2051, -0.5129, 0.8333, 0.0237)
(0.2070, -0.5134, 0.8325, 0.0224)
(0.1981, -0.5147, 0.8339, 0.0225)
(0.2044, -0.5131, 0.8334, 0.0168)
(0.2011, -0.5147, 0.8333, 0.0144)
(0.1903, -0.5176, 0.8340, 0.0157)
(0.1813, -0.5205, 0.8338, 0.0315)
(0.1004, -0.5339, 0.8387, 0.0367)
(-0.0507, -0.5346, 0.8435, 0.0106)
(-0.4449, -0.0456, 0.8929, -0.0516)
(-0.6407, -0.0025, 0.7610, -0.1019)
(-0.7409, 0.0208, 0.6572, -0.1366)
(-0.5843, -0.0540, 0.8053, 0.0848)
(-0.6816, -0.2074, 0.6537, 0.2549)
(-0.6355, -0.4306, 0.5557, 0.3191)
(-0.6225, -0.5386, 0.4355, 0.3643)
(-0.6853, -0.4826, 0.4423, 0.3191)
(-0.7176, -0.4137, 0.5010, 0.2508)
(-0.7122, -0.3659, 0.5629, 0.2050)
(-0.6955, -0.3391, 0.6047, 0.1887)
(-0.6871, -0.3338, 0.6191, 0.1823)
(-0.6707, -0.3268, 0.6417, 0.1779)
(-0.6644, -0.3210, 0.6499, 0.1821)
(-0.6617, -0.3228, 0.6518, 0.1818)
(-0.6559, -0.3291, 0.6547, 0.1813)
(-0.6483, -0.3317, 0.6586, 0.1895)
(-0.6501, -0.3340, 0.6541, 0.1948)
(-0.6484, -0.3335, 0.6568, 0.1923)
(-0.6440, -0.3372, 0.6587, 0.1942)
(-0.6386, -0.3452, 0.6539, 0.2132)
(-0.6106, -0.3589, 0.6692, 0.2245)
(-0.5406, -0.3877, 0.7092, 0.2334)
(-0.4527, -0.4208, 0.7556, 0.2170)
(-0.3057, -0.4673, 0.8133, 0.1636)
(-0.1241, -0.5677, 0.8073, 0.1026)
(0.0198, -0.5727, 0.8170, 0.0640)
(0.0952, -0.5662, 0.8185, 0.0205)
(0.1275, -0.5625, 0.8169, 0.0048)
(0.1495, -0.5608, 0.8143, -0.0122)
(0.1538, -0.5596, 0.8140, -0.0245)
(0.1422, -0.5618, 0.8123, -0.0657)
(0.1280, -0.5664, 0.8022, -0.1387)
(0.1097, -0.0524, 0.9835, -0.1337)
(0.1336, -0.0372, 0.9825, -0.1245)
(0.1964, -0.0031, 0.9750, -0.1038)
(0.1760, -0.0158, 0.9783, -0.1084)
(0.1294, -0.0433, 0.9810, -0.1376)
(0.1565, -0.0356, 0.9796, -0.1206)
(0.1579, -0.0341, 0.9768, -0.1409)
(0.1203, -0.0592, 0.9778, -0.1609)
(0.1064, -0.0428, 0.9809, -0.1574)
(0.1020, -0.0205, 0.9856, -0.1335)
(0.1478, -0.0762, 0.9804, -0.1058)
(0.0744, -0.1472, 0.9765, -0.1385)
(0.0942, -0.1467, 0.9772, -0.1215)
(0.1061, -0.5704, 0.8127, -0.0539)
(-0.0325, -0.3959, 0.9020, -0.1694)
(0.0863, -0.3776, 0.9175, -0.0900)
(0.1098, -0.3584, 0.9240, -0.0760)
(-0.0046, -0.3108, 0.9407, -0.1361)
(-0.0217, -0.3228, 0.9376, -0.1276)
(-0.0828, -0.2539, 0.9533, -0.1409)
(0.0591, -0.2377, 0.9665, -0.0766)
(0.1524, -0.1495, 0.9750, -0.0614)
(0.1703, -0.1071, 0.9760, -0.0829)
(0.1155, -0.1367, 0.9790, -0.0975)
(0.0827, -0.1526, 0.9800, -0.0971)
(0.0701, -0.1681, 0.9765, -0.1153)
(0.0671, -0.2103, 0.9705, -0.0973)
(0.1220, -0.1948, 0.9694, -0.0859)
(0.0846, -0.2821, 0.9514, -0.0894)
(0.1112, -0.2898, 0.9476, -0.0761)
(0.1315, -0.2939, 0.9443, -0.0686)
(0.1467, -0.2784, 0.9465, -0.0711)
(0.1228, -0.6534, 0.7438, -0.0691)
(0.0357, -0.4747, 0.8606, -0.1810)
(0.0775, -0.4250, 0.8925, -0.1293)
(0.0484, -0.4984, 0.8538, -0.1426)
(0.0699, -0.4747, 0.8682, -0.1265)
(0.1364, -0.4018, 0.9042, -0.0487)
(0.0949, -0.4237, 0.9001, 0.0352)
